4 4
28 257 2
262 114 2
156 114 2
20 114 2
91 172 2
46 296 2
246 114 2
18 294 2
50 45 2
26 235 2
215 198 2
151 129 2
160 22 2
62 92 2
60 122 2
95 202 2
40 118 2
14 212 2
190 256 2
285 113 2
24 176 2
226 2 2
17 148 2
180 11 2
184 37 2
137 294 2
48 155 2
125 64 2
137 83 2
132 273 2
262 75 2
48 193 2
185 266 2
187 134 2
167 288 2
152 71 2
76 207 2
127 287 2
26 10 2
14 238 2
9 260 2
142 213 2
99 171 2
145 77 2
300 122 2
75 148 2
57 235 2
196 202 2
59 43 2
7 219 2
297 169 2
274 99 2
201 259 2
224 77 2
110 209 2
150 284 2
166 164 2
130 282 2
232 39 2
18 117 2
56 90 2
165 116 2
196 113 2
20 6 2
102 78 2
276 34 2
136 273 2
253 200 2
201 90 2
118 77 2
270 235 2
262 169 2
100 133 2
242 130 2
136 88 2
156 35 2
206 125 2
116 283 2
179 248 2
241 275 2
125 262 2
280 35 2
59 139 2
247 2 2
207 173 2
29 120 2
150 232 2
109 289 2
286 86 2
288 217 2
275 269 2
80 180 2
5 125 2
189 133 2
229 211 2
291 234 2
65 209 2
210 118 2
93 77 2
113 193 2
138 53 2
30 99 2
6 188 2
145 281 2
60 103 2
220 66 2
65 93 2
112 82 2
215 6 2
265 189 2
116 75 2
221 258 2
23 126 2
205 236 2
17 255 2
152 177 2
6 93 2
22 296 2
91 135 2
170 176 2
145 68 2
20 44 2
210 229 2
47 278 2
224 162 2
73 283 2
122 199 2
149 282 2
233 245 2
83 104 2
203 256 2
240 248 2
119 171 2
44 245 2
47 248 2
91 248 2
112 246 2
84 268 2
129 189 2
135 290 2
135 204 2
165 278 2
266 212 2
241 204 2
137 134 2
112 234 2
236 251 2
117 63 2
56 261 2
118 234 2
170 177 2
36 280 2
97 241 2
158 188 2
245 189 2
184 276 2
241 183 2
286 260 2
165 249 2
91 211 2
231 181 2
222 225 2
259 71 2
185 293 2
286 9 2
20 73 2
200 228 2
269 55 2
170 168 2
186 44 2
294 15 2
267 155 2
43 227 2
247 296 2
189 159 2
160 187 2
196 160 2
195 295 2
127 51 2
166 160 2
38 263 2
260 37 2
59 173 2
40 274 2
245 143 2
16 211 2
138 198 2
204 280 2
64 205 2
32 252 2
233 217 2
7 293 2
233 121 2
295 95 2
8 212 2
205 228 2
230 31 2
167 71 2
247 24 2
122 55 2
145 12 2
85 48 2
275 71 2
19 272 2
30 189 2
194 83 2
71 248 2
25 238 2
122 253 2
24 19 2
198 54 2
231 77 2
222 152 2
113 74 2
113 128 2
286 35 2
186 189 2
68 33 2
67 300 2
144 134 2
235 251 2
61 60 2
49 191 2
271 53 2
155 171 2
67 137 2
147 102 2
150 60 2
78 128 2
185 166 2
112 49 2
93 237 2
16 220 2
234 283 2
255 265 2
152 232 2
150 135 2
243 180 2
163 237 2
240 264 2
151 56 2
230 142 2
285 41 2
12 283 2
273 103 2
155 42 2
9 261 2
265 62 2
243 261 2
154 1 2
17 83 2
262 279 2
38 157 2
84 82 2
148 296 2
265 143 2
150 211 2
20 228 2
79 252 2
122 1 2
259 173 2
102 82 2
227 258 2
16 163 2
208 225 2
64 118 2
161 204 2
52 273 2
28 77 2
115 282 2
233 126 2
182 100 2
60 47 2
272 258 2
205 126 2
225 101 2
60 71 2
250 282 2
265 219 2
166 99 2
286 66 2
5 224 2
29 33 2
199 236 2
174 204 2
61 169 2
166 280 2
242 182 2
164 42 2
25 33 2
223 296 2
265 254 2
138 245 2
127 245 2
233 70 2
193 156 2
105 25 2
217 273 2
51 271 2
260 216 2
194 224 2
250 281 2
65 25 2
275 42 2
132 290 2
230 90 2
131 134 2
217 280 2
76 278 2
121 272 2
137 262 2
227 199 2
250 37 2
94 263 2
64 228 2
255 8 2
19 239 2
174 49 2
74 114 2
38 246 2
79 288 2
47 281 2
109 283 2
192 145 2
242 238 2
198 298 2
93 200 2
145 140 2
170 159 2
134 128 2
61 242 2
201 70 2
168 204 2
65 78 2
26 272 2
197 33 2
299 16 2
33 2 2
236 249 2
29 251 2
295 51 2
242 107 2
275 279 2
161 76 2
91 185 2
223 53 2
77 249 2
9 146 2
230 9 2
59 130 2
174 175 2
182 237 2
94 296 2
130 11 2
10 251 2
32 114 2
291 251 2
196 257 2
202 58 2
154 182 2
91 247 2
231 189 2
93 42 2
6 164 2
255 253 2
266 158 2
156 173 2
180 63 2
136 260 2
243 236 2
139 2 2
46 178 2
137 130 2
89 272 2
32 83 2
130 257 2
32 108 2
195 113 2
138 126 2
110 55 2
221 34 2
21 149 2
217 37 2
163 251 2
102 213 2
95 227 2
4 99 2
92 168 2
65 233 2
167 51 2
151 137 2
57 236 2
215 227 2
138 43 2
16 204 2
131 232 2
132 58 2
97 24 2
107 159 2
17 21 2
270 115 2
88 239 2
56 103 2
286 206 2
62 88 2
283 157 2
299 219 2
100 281 2
235 35 2
219 45 2
160 63 2
82 236 2
164 13 2
36 132 2
135 39 2
137 124 2
43 155 2
295 96 2
224 218 2
97 82 2
48 131 2
109 82 2
112 297 2
219 191 2
20 77 2
283 171 2
186 41 2
60 224 2
59 291 2
34 10 2
167 108 2
46 233 2
221 248 2
241 24 2
147 107 2
68 42 2
35 45 2
48 11 2
96 219 2
30 239 2
79 64 2
222 246 2
65 74 2
147 121 2
115 284 2
150 225 2
297 146 2
167 183 2
98 173 2
100 169 2
46 78 2
175 113 2
289 249 2
51 90 2
196 47 2
206 216 2
6 290 2
299 77 2
85 110 2
75 128 2
24 113 2
297 100 2
178 157 2
6 277 2
285 141 2
172 134 2
161 49 2
288 70 2
210 122 2
47 57 2
122 143 2
40 245 2
198 61 2
129 133 2
28 107 2
115 93 2
121 157 2
250 211 2
59 154 2
216 218 2
240 121 2
121 282 2
136 1 2
43 34 2
21 23 2
231 233 2
190 92 2
7 255 2
30 120 2
180 120 2
222 3 2
231 173 2
297 234 2
196 188 2
67 239 2
286 74 2
291 128 2
210 140 2
7 21 2
17 163 2
168 51 2
202 14 2
254 279 2
41 126 2
210 158 2
161 223 2
223 101 2
273 261 2
243 29 2
5 220 2
286 236 2
82 53 2
27 180 2
141 171 2
242 205 2
172 175 2
299 10 2
78 187 2
84 63 2
159 289 2
44 287 2
129 246 2
122 53 2
40 1 2
6 212 2
295 254 2
30 219 2
29 143 2
129 161 2
184 72 2
170 52 2
177 165 2
56 43 2
47 296 2
222 205 2
136 101 2
242 56 2
43 179 2
139 274 2
75 281 2
5 255 2
210 78 2
222 101 2
32 140 2
46 180 2
251 212 2
56 12 2
81 82 2
201 239 2
78 282 2
161 22 2
40 283 2
195 217 2
30 133 2
8 287 2
283 140 2
152 254 2
34 238 2
145 74 2
66 232 2
6 283 2
64 82 2
201 69 2
112 186 2
17 120 2
137 157 2
166 70 2
192 199 2
187 232 2
233 3 2
25 132 2
270 27 2
254 273 2
84 46 2
30 188 2
235 188 2
259 22 2
222 280 2
116 15 2
109 139 2
102 35 2
269 245 2
65 71 2
286 290 2
161 249 2
221 252 2
107 86 2
298 296 2
224 277 2
215 20 2
11 104 2
40 92 2
235 213 2
38 129 2
165 193 2
112 233 2
106 248 2
142 207 2
220 27 2
210 247 2
204 257 2
211 33 2
175 41 2
16 246 2
52 37 2
147 273 2
17 2 2
40 12 2
236 290 2
247 260 2
138 219 2
97 282 2
106 227 2
297 19 2
156 263 2
219 209 2
270 185 2
4 134 2
166 149 2
109 130 2
215 205 2
85 26 2
110 281 2
63 248 2
262 158 2
61 241 2
102 133 2
136 285 2
192 39 2
41 132 2
63 130 2
93 280 2
32 248 2
165 33 2
111 181 2
27 235 2
105 141 2
8 128 2
170 161 2
3 39 2
96 224 2
266 281 2
125 249 2
182 289 2
180 148 2
155 213 2
144 20 2
67 42 2
180 171 2
26 74 2
259 34 2
150 62 2
32 99 2
77 66 2
17 268 2
7 250 2
116 57 2
56 87 2
210 93 2
277 281 2
34 290 2
9 2 2
41 271 2
292 236 2
93 78 2
127 2 2
55 281 2
78 73 2
64 179 2
80 138 2
24 259 2
152 135 2
151 218 2
193 101 2
144 62 2
47 205 2
148 73 2
216 249 2
264 174 2
117 8 2
224 90 2
265 142 2
269 70 2
76 228 2
255 214 2
176 280 2
2 123 2
113 101 2
155 101 2
59 44 2
143 134 2
58 70 2
280 263 2
295 256 2
1 66 2
202 213 2
255 244 2
151 3 2
27 143 2
125 118 2
62 235 2
18 35 2
129 254 2
223 88 2
295 78 2
298 274 2
215 237 2
100 239 2
208 114 2
95 175 2
118 10 2
162 123 2
42 293 2
277 267 2
76 23 2
161 139 2
115 89 2
265 234 2
139 211 2
49 279 2
3 290 2
65 19 2
147 47 2
49 257 2
151 4 2
93 283 2
145 111 2
270 293 2
60 140 2
150 257 2
152 95 2
252 103 2
84 259 2
214 1 2
291 48 2
67 142 2
229 68 2
190 287 2
291 30 2
52 296 2
297 53 2
169 2 2
62 173 2
167 50 2
275 3 2
144 243 2
167 88 2
125 100 2
147 71 2
207 98 2
161 179 2
142 58 2
138 238 2
4 202 2
195 256 2
69 173 2
79 271 2
201 262 2
183 108 2
105 209 2
170 103 2
244 173 2
175 157 2
106 118 2
17 193 2
30 254 2
151 55 2
152 229 2
274 232 2
160 254 2
194 272 2
264 69 2
110 178 2
255 11 2
192 247 2
54 257 2
191 258 2
164 121 2
153 287 2
192 204 2
40 134 2
5 280 2
299 70 2
18 258 2
226 267 2
191 82 2
105 118 2
10 281 2
245 72 2
144 98 2
17 190 2
151 132 2
102 13 2
105 139 2
235 103 2
165 109 2
267 10 2
145 1 2
144 227 2
60 208 2
210 21 2
44 164 2
240 49 2
195 236 2
187 256 2
106 26 2
86 280 2
102 24 2
137 143 2
26 271 2
275 48 2
6 110 2
59 33 2
6 134 2
174 258 2
192 292 2
85 117 2
179 279 2
97 178 2
275 69 2
216 163 2
127 110 2
46 291 2
54 263 2
120 74 2
25 66 2
286 127 2
264 155 2
225 289 2
252 272 2
242 221 2
236 283 2
242 207 2
55 191 2
287 218 2
4 39 2
254 27 2
92 75 2
180 70 2
298 205 2
230 52 2
43 238 2
105 180 2
230 229 2
120 278 2
108 103 2
166 282 2
196 29 2
152 196 2
20 160 2
275 228 2
151 264 2
233 180 2
65 285 2
40 260 2
147 253 2
147 146 2
176 251 2
226 93 2
101 173 2
198 135 2
166 118 2
30 9 2
122 45 2
274 249 2
221 236 2
40 131 2
243 197 2
40 149 2
286 33 2
195 18 2
81 88 2
300 23 2
61 162 2
76 12 2
107 92 2
112 185 2
5 115 2
26 22 2
109 258 2
163 157 2
105 94 2
136 283 2
177 298 2
125 175 2
176 188 2
214 70 2
110 181 2
127 157 2
152 243 2
141 173 2
89 263 2
286 76 2
97 159 2
266 90 2
52 225 2
224 159 2
139 183 2
262 1 2
292 29 2
136 60 2
191 173 2
122 75 2
64 172 2
277 207 2
49 236 2
41 141 2
6 173 2
229 217 2
161 24 2
186 1 2
84 210 2
192 208 2
178 173 2
124 23 2
96 188 2
219 88 2
78 63 2
30 73 2
41 13 2
241 63 2
214 29 2
221 199 2
110 99 2
40 251 2
297 205 2
180 218 2
125 155 2
229 208 2
124 82 2
276 148 2
226 271 2
1 143 2
131 169 2
116 225 2
197 155 2
65 70 2
5 167 2
119 182 2
16 71 2
64 290 2
26 183 2
109 23 2
112 61 2
118 99 2
159 128 2
101 99 2
130 73 2
225 10 2
41 128 2
47 86 2
185 273 2
57 113 2
73 238 2
241 133 2
255 90 2
18 224 2
105 58 2
299 183 2
214 41 2
295 179 2
144 297 2
162 261 2
182 279 2
112 39 2
158 263 2
299 104 2
107 250 2
300 252 2
264 28 2
184 176 2
59 191 2
152 130 2
286 227 2
214 158 2
13 203 2
37 45 2
64 35 2
44 211 2
110 187 2
297 49 2
134 37 2
109 113 2
44 36 2
259 282 2
174 101 2
184 161 2
52 51 2
38 91 2
1 22 2
18 221 2
111 263 2
50 114 2
255 109 2
2 90 2
27 149 2
170 281 2
152 4 2
144 188 2
286 177 2
78 88 2
147 289 2
13 35 2
65 273 2
231 244 2
19 128 2
110 66 2
270 179 2
59 55 2
27 141 2
165 92 2
225 123 2
7 13 2
67 18 2
91 166 2
125 37 2
113 27 2
130 3 2
79 8 2
132 251 2
84 128 2
86 140 2
40 279 2
142 181 2
106 1 2
129 211 2
12 66 2
43 24 2
223 143 2
92 37 2
98 45 2
115 130 2
36 162 2
220 155 2
177 161 2
152 20 2
270 284 2
15 156 2
224 271 2
63 178 2
286 291 2
221 211 2
141 212 2
222 259 2
177 202 2
75 53 2
69 159 2
150 29 2
280 268 2
275 37 2
82 232 2
241 263 2
255 146 2
78 75 2
127 168 2
76 246 2
286 131 2
289 268 2
183 290 2
142 54 2
6 213 2
80 295 2
96 266 2
84 188 2
194 236 2
52 277 2
295 262 2
289 104 2
265 94 2
179 252 2
294 104 2
177 3 2
151 121 2
115 104 2
295 50 2
46 14 2
190 223 2
220 11 2
198 185 2
60 114 2
222 130 2
177 109 2
166 68 2
154 126 2
210 123 2
109 32 2
36 274 2
83 35 2
91 201 2
40 298 2
76 143 2
286 92 2
2 278 2
117 89 2
79 187 2
28 45 2
240 84 2
66 213 2
150 227 2
202 178 2
59 237 2
65 89 2
110 294 2
143 123 2
205 207 2
34 163 2
276 236 2
117 234 2
185 212 2
266 204 2
291 131 2
92 193 2
247 168 2
92 3 2
144 48 2
138 262 2
206 43 2
101 283 2
132 238 2
141 15 2
49 149 2
80 174 2
33 282 2
152 73 2
196 15 2
62 53 2
49 180 2
215 176 2
255 156 2
59 162 2
4 2 2
96 176 2
223 133 2
41 143 2
240 164 2
242 64 2
65 58 2
297 56 2
226 51 2
119 179 2
18 280 2
150 157 2
60 128 2
247 199 2
203 228 2
164 253 2
255 283 2
102 188 2
201 131 2
16 218 2
288 77 2
52 19 2
60 135 2
241 137 2
92 238 2
5 71 2
97 292 2
237 104 2
5 53 2
280 296 2
167 41 2
187 260 2
224 51 2
128 22 2
158 248 2
165 100 2
100 123 2
27 140 2
4 137 2
209 279 2
231 1 2
300 90 2
122 22 2
262 37 2
193 278 2
40 21 2
221 226 2
129 34 2
139 191 2
298 57 2
136 74 2
151 26 2
269 218 2
109 156 2
25 278 2
14 11 2
222 144 2
190 251 2
217 236 2
54 123 2
15 53 2
46 217 2
300 68 2
44 130 2
32 72 2
164 72 2
197 262 2
215 46 2
161 288 2
82 188 2
189 11 2
67 136 2
147 212 2
154 140 2
291 233 2
297 224 2
269 101 2
236 293 2
195 39 2
182 123 2
60 200 2
146 143 2
292 197 2
245 132 2
285 39 2
122 133 2
161 180 2
145 9 2
262 128 2
298 68 2
229 139 2
245 156 2
277 66 2
121 188 2
67 201 2
215 136 2
261 218 2
130 156 2
208 160 2
236 156 2
119 275 2
64 217 2
129 146 2
106 266 2
288 278 2
164 58 2
297 27 2
34 130 2
285 32 2
127 253 2
226 224 2
131 257 2
46 148 2
259 158 2
224 113 2
65 14 2
138 39 2
71 212 2
13 101 2
277 181 2
241 134 2
175 203 2
194 258 2
115 123 2
125 207 2
93 132 2
89 41 2
20 205 2
266 113 2
219 189 2
28 176 2
243 284 2
284 207 2
62 42 2
277 140 2
137 201 2
105 163 2
211 72 2
65 254 2
59 54 2
210 220 2
292 103 2
103 123 2
97 143 2
286 126 2
181 45 2
125 32 2
233 237 2
298 104 2
77 156 2
56 33 2
204 188 2
181 207 2
32 155 2
167 118 2
174 134 2
70 232 2
46 95 2
29 252 2
88 189 2
196 199 2
284 45 2
80 132 2
75 263 2
59 71 2
16 3 2
107 279 2
78 101 2
51 239 2
298 103 2
16 251 2
236 37 2
237 287 2
285 281 2
288 248 2
54 261 2
81 20 2
85 135 2
277 257 2
197 233 2
63 290 2
1 203 2
43 46 2
221 282 2
5 184 2
265 55 2
194 294 2
169 33 2
276 62 2
149 232 2
184 157 2
12 103 2
51 103 2
198 156 2
150 279 2
84 69 2
23 54 2
26 25 2
300 52 2
168 77 2
163 134 2
103 244 2
246 217 2
26 263 2
76 176 2
161 212 2
266 120 2
196 9 2
180 216 2
113 159 2
130 290 2
177 208 2
136 251 2
52 13 2
96 183 2
300 190 2
250 70 2
243 245 2
149 157 2
90 22 2
198 132 2
159 256 2
80 133 2
274 228 2
17 207 2
30 104 2
298 254 2
28 288 2
165 269 2
240 249 2
40 253 2
59 242 2
91 187 2
84 38 2
57 261 2
241 239 2
158 99 2
79 125 2
182 25 2
153 53 2
295 193 2
179 155 2
151 196 2
125 296 2
168 45 2
12 235 2
6 118 2
85 153 2
241 27 2
24 2 2
182 205 2
162 213 2
285 19 2
180 159 2
253 278 2
277 173 2
84 70 2
38 49 2
168 131 2
265 6 2
3 73 2
84 135 2
190 11 2
265 260 2
190 36 2
206 12 2
3 280 2
190 266 2
165 68 2
184 188 2
102 45 2
151 245 2
147 226 2
292 14 2
26 15 2
140 123 2
178 251 2
172 48 2
221 86 2
110 57 2
12 41 2
112 274 2
182 115 2
122 238 2
96 268 2
79 134 2
92 187 2
38 238 2
198 242 2
179 66 2
25 37 2
237 50 2
270 9 2
56 219 2
242 123 2
4 19 2
179 203 2
132 83 2
88 158 2
24 256 2
144 71 2
12 178 2
62 140 2
186 36 2
93 183 2
269 212 2
250 99 2
299 142 2
214 11 2
21 244 2
241 282 2
210 28 2
264 289 2
19 45 2
124 12 2
224 214 2
34 141 2
182 252 2
194 275 2
21 261 2
300 208 2
257 82 2
129 93 2
69 133 2
78 42 2
147 283 2
23 238 2
11 282 2
59 234 2
67 1 2
115 23 2
122 175 2
294 289 2
59 57 2
250 283 2
142 260 2
56 224 2
206 115 2
164 187 2
108 278 2
103 238 2
25 203 2
161 100 2
168 88 2
170 172 2
129 201 2
82 244 2
220 34 2
97 232 2
3 212 2
261 181 2
222 178 2
119 250 2
285 68 2
208 279 2
79 19 2
84 225 2
206 7 2
47 9 2
193 66 2
113 272 2
53 293 2
226 88 2
145 134 2
77 48 2
275 203 2
92 142 2
138 289 2
203 268 2
5 296 2
14 188 2
26 8 2
273 42 2
192 72 2
121 248 2
236 279 2
172 15 2
223 73 2
31 238 2
5 110 2
166 88 2
298 89 2
271 200 2
257 228 2
20 231 2
143 114 2
264 204 2
138 167 2
206 96 2
12 188 2
214 248 2
226 254 2
195 242 2
65 261 2
73 39 2
102 63 2
58 248 2
195 114 2
181 287 2
24 296 2
81 219 2
227 87 2
112 116 2
113 191 2
215 257 2
206 262 2
65 158 2
151 79 2
209 204 2
119 31 2
185 178 2
245 31 2
102 259 2
170 208 2
177 13 2
272 101 2
190 133 2
120 42 2
107 180 2
192 289 2
172 179 2
133 50 2
56 267 2
190 79 2
237 251 2
172 260 2
278 296 2
295 166 2
284 22 2
40 209 2
52 104 2
162 132 2
9 296 2
50 74 2
264 126 2
212 293 2
5 298 2
129 265 2
18 31 2
88 25 2
192 261 2
145 14 2
295 205 2
267 66 2
47 253 2
150 64 2
75 200 2
26 218 2
224 279 2
27 131 2
276 153 2
175 101 2
185 32 2
288 53 2
184 65 2
265 57 2
44 76 2
208 233 2
240 102 2
121 31 2
264 121 2
77 293 2
63 90 2
48 74 2
233 73 2
76 200 2
105 54 2
220 278 2
139 244 2
47 294 2
275 237 2
17 217 2
103 90 2
139 25 2
175 42 2
231 203 2
249 263 2
241 129 2
13 238 2
132 173 2
151 163 2
115 25 2
185 73 2
93 21 2
209 188 2
94 290 2
148 42 2
259 135 2
226 259 2
145 55 2
231 271 2
161 34 2
95 139 2
76 171 2
163 70 2
198 125 2
122 10 2
291 227 2
150 148 2
119 92 2
267 101 2
36 104 2
5 121 2
78 249 2
230 272 2
146 50 2
198 103 2
229 15 2
217 249 2
158 66 2
265 29 2
49 98 2
161 131 2
81 49 2
272 11 2
64 36 2
23 159 2
291 167 2
122 209 2
165 66 2
18 91 2
224 296 2
164 183 2
216 263 2
255 133 2
151 291 2
285 92 2
111 160 2
191 282 2
167 64 2
81 235 2
214 33 2
247 204 2
222 33 2
4 257 2
154 67 2
275 62 2
51 148 2
18 266 2
151 25 2
46 225 2
89 211 2
182 74 2
284 257 2
41 11 2
60 233 2
260 58 2
34 191 2
233 281 2
5 14 2
260 83 2
61 98 2
41 142 2
255 285 2
61 56 2
144 241 2
205 35 2
177 58 2
10 11 2
40 172 2
203 149 2
81 129 2
243 3 2
26 2 2
243 290 2
174 252 2
77 128 2
177 236 2
166 92 2
109 278 2
208 118 2
5 237 2
148 283 2
184 200 2
264 78 2
152 218 2
192 266 2
257 207 2
148 278 2
150 245 2
16 200 2
133 213 2
259 245 2
80 271 2
196 235 2
79 39 2
65 82 2
298 124 2
200 133 2
122 249 2
277 187 2
95 199 2
20 57 2
253 207 2
145 278 2
243 227 2
105 11 2
129 102 2
25 212 2
105 39 2
146 131 2
168 290 2
110 28 2
196 268 2
78 219 2
116 224 2
268 45 2
270 6 2
7 271 2
110 72 2
216 232 2
222 151 2
264 228 2
174 273 2
59 116 2
44 126 2
160 209 2
141 236 2
168 289 2
38 291 2
184 73 2
28 174 2
107 157 2
52 83 2
180 50 2
38 120 2
217 36 2
26 36 2
30 225 2
81 46 2
5 54 2
21 11 2
54 293 2
80 258 2
264 234 2
67 167 2
120 171 2
215 122 2
9 256 2
229 69 2
297 69 2
97 165 2
110 27 2
146 27 2
115 100 2
6 87 2
29 274 2
72 228 2
291 57 2
88 148 2
53 239 2
170 282 2
120 260 2
102 281 2
210 160 2
276 107 2
67 256 2
57 72 2
150 278 2
297 208 2
119 161 2
129 135 2
197 188 2
120 35 2
4 285 2
142 248 2
5 208 2
33 212 2
186 239 2
276 279 2
183 271 2
297 13 2
126 98 2
202 180 2
190 139 2
259 218 2
182 77 2
298 275 2
210 253 2
122 163 2
57 121 2
284 254 2
224 259 2
295 18 2
62 108 2
136 226 2
61 47 2
207 251 2
259 254 2
105 212 2
270 261 2
284 2 2
297 159 2
194 68 2
222 153 2
125 277 2
113 282 2
292 55 2
205 289 2
43 90 2
270 226 2
298 122 2
80 155 2
240 28 2
59 277 2
295 116 2
7 254 2
15 104 2
113 257 2
16 49 2
59 192 2
153 176 2
295 129 2
88 13 2
252 261 2
220 160 2
33 173 2
215 127 2
52 250 2
297 54 2
43 8 2
12 35 2
1 204 2
100 189 2
65 235 2
26 225 2
255 163 2
136 275 2
85 189 2
84 11 2
158 101 2
147 218 2
298 247 2
266 166 2
202 212 2
277 293 2
297 108 2
26 191 2
150 121 2
107 148 2
111 187 2
298 27 2
144 135 2
292 228 2
14 228 2
7 114 2
250 284 2
150 243 2
194 203 2
202 278 2
30 216 2
150 253 2
18 36 2
245 45 2
298 203 2
71 156 2
17 107 2
250 168 2
30 75 2
102 233 2
195 223 2
153 183 2
183 260 2
167 8 2
95 278 2
47 262 2
15 149 2
285 257 2
230 34 2
272 42 2
175 3 2
9 83 2
227 261 2
41 248 2
13 66 2
198 249 2
31 173 2
59 91 2
297 273 2
136 26 2
94 157 2
243 225 2
291 200 2
127 37 2
84 294 2
230 68 2
286 252 2
89 72 2
193 244 2
141 193 2
55 288 2
298 293 2
221 183 2
171 263 2
26 266 2
167 187 2
170 95 2
206 300 2
30 293 2
112 90 2
89 42 2
127 86 2
264 54 2
76 116 2
115 57 2
75 280 2
56 21 2
109 180 2
252 132 2
199 22 2
106 278 2
26 282 2
62 36 2
222 211 2
219 148 2
19 33 2
245 51 2
129 259 2
170 117 2
59 218 2
222 114 2
7 131 2
109 10 2
113 261 2
225 261 2
189 260 2
167 179 2
186 251 2
72 157 2
206 280 2
264 142 2
183 33 2
163 204 2
298 145 2
250 207 2
177 261 2
38 281 2
107 104 2
30 283 2
6 274 2
64 8 2
130 280 2
30 128 2
31 50 2
87 130 2
253 283 2
242 239 2
18 265 2
204 212 2
106 261 2
161 237 2
208 259 2
82 296 2
255 130 2
79 46 2
264 25 2
299 155 2
14 207 2
11 239 2
71 98 2
30 257 2
186 108 2
197 172 2
4 261 2
28 256 2
139 66 2
267 128 2
147 116 2
286 281 2
214 142 2
75 22 2
286 55 2
36 260 2
69 157 2
119 49 2
91 271 2
245 199 2
41 169 2
264 48 2
141 90 2
211 83 2
40 232 2
13 11 2
95 280 2
38 46 2
252 73 2
40 224 2
269 211 2
61 247 2
281 282 2
94 8 2
225 99 2
97 5 2
196 131 2
275 205 2
288 262 2
201 34 2
136 98 2
62 135 2
102 181 2
206 156 2
294 22 2
152 264 2
106 263 2
246 27 2
170 86 2
260 257 2
129 178 2
61 232 2
65 98 2
267 162 2
97 260 2
201 173 2
269 282 2
194 260 2
223 122 2
286 25 2
122 9 2
129 278 2
146 271 2
71 199 2
175 259 2
86 11 2
210 132 2
8 277 2
206 36 2
289 188 2
141 191 2
286 155 2
85 130 2
113 114 2
5 192 2
300 136 2
85 102 2
219 82 2
28 82 2
75 193 2
248 256 2
150 71 2
124 281 2
61 225 2
87 212 2
112 101 2
28 121 2
64 11 2
8 13 2
186 132 2
247 29 2
141 22 2
194 168 2
54 50 2
147 203 2
220 282 2
174 239 2
99 39 2
131 98 2
190 130 2
243 161 2
300 228 2
125 217 2
259 284 2
298 235 2
105 102 2
62 273 2
106 133 2
92 104 2
221 107 2
234 41 2
113 212 2
17 45 2
151 108 2
52 34 2
84 67 2
111 232 2
191 83 2
4 76 2
292 146 2
96 172 2
161 168 2
61 101 2
1 225 2
180 271 2
112 115 2
129 35 2
124 254 2
44 24 2
76 258 2
49 114 2
86 193 2
50 258 2
189 128 2
42 287 2
14 263 2
48 128 2
121 281 2
274 155 2
262 180 2
7 221 2
182 258 2
38 34 2
152 180 2
76 51 2
65 236 2
197 130 2
177 103 2
144 7 2
7 20 2
162 260 2
174 211 2
52 16 2
243 288 2
32 10 2
91 280 2
262 90 2
169 207 2
32 180 2
226 21 2
118 239 2
43 172 2
151 277 2
257 296 2
227 82 2
195 192 2
299 7 2
18 114 2
17 75 2
112 117 2
295 281 2
93 239 2
198 256 2
267 3 2
148 287 2
195 87 2
247 275 2
208 293 2
236 181 2
295 168 2
201 33 2
87 39 2
136 48 2
298 162 2
299 92 2
104 178 2
145 252 2
184 273 2
23 15 2
189 123 2
230 175 2
221 288 2
220 142 2
202 13 2
292 280 2
94 232 2
130 123 2
63 75 2
180 256 2
62 178 2
134 53 2
168 142 2
170 53 2
46 77 2
259 48 2
120 213 2
146 86 2
270 49 2
154 159 2
93 31 2
226 33 2
117 3 2
234 3 2
286 288 2
223 92 2
60 123 2
92 225 2
267 123 2
291 12 2
166 21 2
190 58 2
105 27 2
130 212 2
192 248 2
135 104 2
20 220 2
20 244 2
143 279 2
162 45 2
129 288 2
119 26 2
125 162 2
52 253 2
196 68 2
40 22 2
49 146 2
149 212 2
250 113 2
158 293 2
56 10 2
18 191 2
286 21 2
115 1 2
298 232 2
156 212 2
172 219 2
88 213 2
75 273 2
93 156 2
240 40 2
211 68 2
196 124 2
136 224 2
242 89 2
14 31 2
172 225 2
275 44 2
225 244 2
177 121 2
84 216 2
69 238 2
111 278 2
23 75 2
139 48 2
210 203 2
67 14 2
19 130 2
299 226 2
131 289 2
38 57 2
64 69 2
150 53 2
243 91 2
125 258 2
13 181 2
111 50 2
228 249 2
240 13 2
215 56 2
81 44 2
222 146 2
102 73 2
129 88 2
191 188 2
79 23 2
169 293 2
67 261 2
226 275 2
67 178 2
285 250 2
117 180 2
140 188 2
237 213 2
20 113 2
119 251 2
76 134 2
217 282 2
38 93 2
64 88 2
76 262 2
48 199 2
247 143 2
138 221 2
38 260 2
29 41 2
259 121 2
201 216 2
220 41 2
146 278 2
94 3 2
59 202 2
15 37 2
61 152 2
145 122 2
70 238 2
281 258 2
214 199 2
132 263 2
105 287 2
221 216 2
224 228 2
5 262 2
81 169 2
66 228 2
106 213 2
121 108 2
127 234 2
38 130 2
70 82 2
49 164 2
144 235 2
36 11 2
29 256 2
80 125 2
26 162 2
134 171 2
205 143 2
122 218 2
198 51 2
151 143 2
182 69 2
46 278 2
17 177 2
187 274 2
4 22 2
